13195,2668,13194,13196,18187,16613,19744,2761,10820,point
0.59375,0.4375,0.28125,0.25,0,0,0,0,0,1
0.59375,0.4375,0.34375,0,0,0,0,0,0,1
0.59375,0.4375,0.34375,0,0,0,0,0,0,1
0.59375,0.4375,0.34375,0,0,0,0,0,0,1
0.59375,0.4375,0.34375,0,0,0,0,0,0,1
0.59375,0.4375,0.34375,0,0,0,0,0,0,1
0.59375,0.625,0.4375,0,0,0,0,0,0,1
0.59375,0.625,0.4375,0,0,0,0,0,0,1
0.59375,0.625,0.4375,0,0,0,0,0,0,1
0.59375,0.625,0.4375,0,0,0,0,0,0,1
0.59375,0.625,0.4375,0,0,0,0,0,0,1
0.59375,0.40625,0.28125,0,0,0,0,0,0,1
0.59375,0.40625,0.28125,0,0,0,0,0,0,1
0.59375,0.40625,0.28125,0,0,0,0,0,0,1
0.59375,0.40625,0.28125,0,0,0,0,0,0,1
0.59375,0.40625,0.28125,0,0,0,0,0,0,1
0.625,0.34375,0.34375,0,0,0,0,0,0,2
0.625,0.34375,0.34375,0,0,0,0,0,0,2
0.625,0.34375,0.34375,0,0,0,0,0,0,2
0.625,0.34375,0.34375,0,0,0,0,0,0,2
0.625,0.5625,0.40625,0,0,0,0,0,0,2
0.625,0.5625,0.40625,0,0,0,0,0,0,2
0.625,0.5625,0.40625,0,0,0,0,0,0,2
0.625,0.5625,0.40625,0,0,0,0,0,0,2
0.625,0.375,0.34375,0,0,0,0,0,0,2
0.625,0.375,0.34375,0,0,0,0,0,0,2
0.625,0.375,0.34375,0,0,0,0,0,0,2
0.625,0.375,0.34375,0,0,0,0,0,0,2
0.625,0.375,0.34375,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.34375,0.1875,0,0,0,0,0,0,2
0.625,0.34375,0.1875,0,0,0,0,0,0,2
0.625,0.34375,0.1875,0,0,0,0,0,0,2
0.625,0.34375,0.1875,0,0,0,0,0,0,2
0.625,0.34375,0.28125,0,0,0,0,0,0,2
0.65625,0.34375,0.28125,0,0,0,0,0,0,2
0.65625,0.34375,0.28125,0,0,0,0,0,0,2
0.65625,0.34375,0.28125,0,0,0,0,0,0,2
0.65625,0.34375,0.28125,0,0,0,0,0,0,2
0.65625,0.375,0.28125,0.375,0,0,0,0,0,2
0.65625,0.375,0.28125,0.375,0,0,0,0,0,2
0.65625,0.375,0.28125,0.375,0,0,0,0,0,2
0.65625,0.375,0.28125,0.375,0,0,0,0,0,2
0.65625,0.375,0.28125,0.375,0,0,0,0,0,2
0.65625,0.5625,0.25,0.34375,0,0,0,0,0,2
0.65625,0.5625,0.25,0.34375,0,0,0,0,0,2
0.65625,0.5625,0.25,0.34375,0,0,0,0,0,2
0.65625,0.5625,0.25,0.34375,0,0,0,0,0,2
0.65625,0.5625,0.25,0.34375,0,0,0,0,0,2
0.65625,0.375,0.3125,0.3125,0,0,0,0,0,2
0.65625,0.375,0.3125,0.3125,0,0,0,0,0,2
0.65625,0.375,0.3125,0.3125,0,0,0,0,0,2
0.65625,0.375,0.3125,0.3125,0,0,0,0,0,2
0.65625,0.375,0.28125,0.34375,0,0,0,0,0,2
0.65625,0.375,0.28125,0.34375,0,0,0,0,0,2
0.65625,0.375,0.28125,0.34375,0,0,0,0,0,2
0.65625,0.375,0.28125,0.34375,0,0,0,0,0,2
0.65625,0.375,0.28125,0.34375,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.25,0.3125,0,0,0,0,0,2
0.65625,0.375,0.25,0.3125,0,0,0,0,0,2
0.65625,0.375,0.25,0.3125,0,0,0,0,0,2
0.65625,0.375,0.25,0.3125,0,0,0,0,0,2
0.65625,0.375,0.3125,0.375,0,0,0,0,0,2
0.65625,0.375,0.3125,0.375,0,0,0,0,0,2
0.65625,0.375,0.3125,0.375,0,0,0,0,0,2
0.65625,0.375,0.3125,0.375,0,0,0,0,0,2
0.65625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.53125,0.3125,0.375,0,0,0,0,0,2
0.625,0.53125,0.3125,0.375,0,0,0,0,0,2
0.625,0.53125,0.3125,0.375,0,0,0,0,0,2
0.625,0.53125,0.3125,0.375,0,0,0,0,0,2
0.625,0.53125,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.3125,0.375,0,0,0,0,0,2
0.625,0.375,0.09375,0.3125,0,0,0,0,0,2
0.625,0.375,0.09375,0.3125,0,0,0,0,0,2
0.625,0.375,0.09375,0.3125,0,0,0,0,0,2
0.625,0.375,0.09375,0.3125,0,0,0,0,0,2
0.625,0.375,0.09375,0.3125,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.125,0.25,0,0,0,0,0,2
0.65625,0.375,0.34375,0,0,0,0,0,0,2
0.65625,0.375,0.34375,0,0,0,0,0,0,2
0.65625,0.375,0.34375,0,0,0,0,0,0,2
0.65625,0.375,0.34375,0,0,0,0,0,0,2
0.65625,0.65625,0.375,0,0,0,0,0,0,2
0.65625,0.65625,0.375,0,0,0,0,0,0,2
0.65625,0.65625,0.375,0,0,0,0,0,0,2
0.65625,0.65625,0.375,0,0,0,0,0,0,2
0.65625,0.65625,0.375,0,0,0,0,0,0,2
0.65625,0.40625,0.34375,0,0,0,0,0,0,2
0.65625,0.40625,0.34375,0,0,0,0,0,0,2
0.65625,0.40625,0.34375,0,0,0,0,0,0,2
0.65625,0.40625,0.34375,0,0,0,0,0,0,2
0.65625,0.40625,0.34375,0,0,0,0,0,0,2
0.65625,0.40625,0.21875,0,0,0,0,0,0,2
0.65625,0.40625,0.21875,0,0,0,0,0,0,2
0.65625,0.40625,0.21875,0,0,0,0,0,0,2
0.65625,0.40625,0.21875,0,0,0,0,0,0,2
0.65625,0.40625,0.09375,0,0,0,0,0,0,2
0.65625,0.40625,0.09375,0,0,0,0,0,0,2
0.65625,0.40625,0.09375,0,0,0,0,0,0,2
0.65625,0.40625,0.09375,0,0,0,0,0,0,2
0.65625,0.375,0.3125,0,0,0,0,0,0,2
0.65625,0.375,0.3125,0,0,0,0,0,0,2
0.65625,0.375,0.3125,0,0,0,0,0,0,2
0.65625,0.375,0.3125,0,0,0,0,0,0,2
0.65625,0.375,0.3125,0,0,0,0,0,0,2
0.65625,0.375,0.3125,0,0,0,0,0,0,2
0.65625,0.375,0.375,0,0,0,0,0,0,2
0.65625,0.375,0.375,0,0,0,0,0,0,2
0.65625,0.375,0.375,0,0,0,0,0,0,2
0.65625,0.375,0.375,0,0,0,0,0,0,2
0.65625,0.375,0.375,0,0,0,0,0,0,2
0.625,0.40625,0.375,0,0,0,0,0,0,2
0.625,0.40625,0.375,0,0,0,0,0,0,2
0.625,0.40625,0.375,0,0,0,0,0,0,2
0.625,0.40625,0.375,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.375,0.28125,0,0,0,0,0,0,2
0.625,0.34375,0.21875,0,0,0,0,0,0,2
0.625,0.34375,0.21875,0,0,0,0,0,0,2
0.3125,0,0,0,0,0,0,0,0,3
0.3125,0,0,0,0,0,0,0,0,3
0.3125,0,0.0625,0,0,0,0,0,0,3
0.3125,0,0.0625,0,0,0,0,0,0,3
0.3125,0,0.0625,0,0,0,0,0,0,3
0.3125,0,0.0625,0,0,0,0,0,0,3
0.40625,0,0.125,0,0,0,0,0,0,3
0.40625,0,0.125,0,0,0,0,0,0,3
0.40625,0,0.125,0,0,0,0,0,0,3
0.40625,0,0.125,0,0,0,0,0,0,3
0.40625,0,0.125,0,0,0,0,0,0,3
0.40625,0,0.3125,0,0,0,0,0,0,3
0.40625,0,0.3125,0,0,0,0,0,0,3
0.40625,0,0.3125,0,0,0,0,0,0,3
0.40625,0,0.3125,0,0,0,0,0,0,3
0.40625,0,0.3125,0,0,0,0,0,0,3
0.375,0,0.125,0,0,0,0,0,0,3
0.375,0,0.125,0,0,0,0,0,0,3
0.375,0,0.125,0,0,0,0,0,0,3
0.375,0,0.125,0,0,0,0,0,0,3
0.375,0,0.3125,0,0,0,0,0,0,3
0.375,0,0.3125,0,0,0,0,0,0,3
0.375,0,0.3125,0,0,0,0,0,0,3
0.375,0,0.3125,0,0,0,0,0,0,3
0.375,0,0.3125,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.3125,0.09375,0,0,0,0,0,0,3
0.375,0.34375,0.3125,0,0,0,0,0,0,3
0.375,0.34375,0.3125,0,0,0,0,0,0,3
0.375,0.34375,0.3125,0,0,0,0,0,0,3
0.375,0.34375,0.3125,0,0,0,0,0,0,3
0.375,0.34375,0.3125,0,0,0,0,0,0,3
0.34375,0.25,0.125,0,0,0,0,0,0,3
0.34375,0.25,0.125,0,0,0,0,0,0,3
0.34375,0.25,0.125,0,0,0,0,0,0,3
0.34375,0.25,0.125,0,0,0,0,0,0,3
0.34375,0.15625,0.125,0,0,0,0,0,0,3
0.34375,0.15625,0.125,0,0,0,0,0,0,3
0.34375,0.15625,0.125,0,0,0,0,0,0,3
0.34375,0.15625,0.125,0,0,0,0,0,0,3
0.34375,0.15625,0.125,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.34375,0.09375,0.09375,0,0,0,0,0,0,3
0.3125,0.09375,0.09375,0,0,0,0,0,0,3
0.3125,0.09375,0.09375,0,0,0,0,0,0,3
0.3125,0.09375,0.09375,0,0,0,0,0,0,3
0.3125,0.09375,0.09375,0,0,0,0,0,0,3
0.3125,0.21875,0,0,0,0,0,0,0,3
0.3125,0.21875,0,0,0,0,0,0,0,3
0.3125,0.21875,0,0,0,0,0,0,0,3
0.3125,0.21875,0,0,0,0,0,0,0,3
0.3125,0.21875,0,0,0,0,0,0,0,3
0.3125,0.15625,0.0625,0,0,0,0,0,0,3
0.3125,0.15625,0.0625,0,0,0,0,0,0,3
0.3125,0.15625,0.0625,0,0,0,0,0,0,3
0.3125,0.15625,0.0625,0,0,0,0,0,0,3
0.3125,0.15625,0.0625,0,0,0,0,0,0,3
0.3125,0.1875,0.09375,0,0,0,0,0,0,3
0.3125,0.1875,0.09375,0,0,0,0,0,0,3
0.3125,0.1875,0.09375,0,0,0,0,0,0,3
0.3125,0.1875,0.09375,0,0,0,0,0,0,3
0.3125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.21875,0.15625,0,0,0,0,0,0,3
0.28125,0.21875,0.15625,0,0,0,0,0,0,3
0.28125,0.21875,0.15625,0,0,0,0,0,0,3
0.28125,0.21875,0.15625,0,0,0,0,0,0,3
0.28125,0.21875,0.15625,0,0,0,0,0,0,3
0.28125,0.21875,0.09375,0,0,0,0,0,0,3
0.28125,0.21875,0.09375,0,0,0,0,0,0,3
0.28125,0.21875,0.09375,0,0,0,0,0,0,3
0.28125,0.21875,0.09375,0,0,0,0,0,0,3
0.28125,0.21875,0.09375,0,0,0,0,0,0,3
0.28125,0.34375,0.1875,0,0,0,0,0,0,3
0.28125,0.34375,0.1875,0,0,0,0,0,0,3
0.28125,0.34375,0.1875,0,0,0,0,0,0,3
0.28125,0.34375,0.1875,0,0,0,0,0,0,3
0.28125,0.34375,0.1875,0,0,0,0,0,0,3
0.28125,0.15625,0.125,0,0,0,0,0,0,3
0.28125,0.15625,0.125,0,0,0,0,0,0,3
0.28125,0.15625,0.125,0,0,0,0,0,0,3
0.28125,0.15625,0.125,0,0,0,0,0,0,3
0.28125,0.125,0.125,0,0,0,0,0,0,3
0.28125,0.125,0.125,0,0,0,0,0,0,3
0.28125,0.125,0.125,0,0,0,0,0,0,3
0.28125,0.125,0.125,0,0,0,0,0,0,3
0.28125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.1875,0.09375,0,0,0,0,0,0,3
0.28125,0.25,0.15625,0,0,0,0,0,0,3
0.28125,0.25,0.15625,0,0,0,0,0,0,3
0.28125,0.25,0.15625,0,0,0,0,0,0,3
0.28125,0.25,0.15625,0,0,0,0,0,0,3
0.28125,0.25,0.15625,0,0,0,0,0,0,3
0.28125,0.25,0.09375,0,0,0,0,0,0,3
0.28125,0.25,0.09375,0,0,0,0,0,0,3
0.28125,0.25,0.09375,0,0,0,0,0,0,3
0.28125,0.25,0.09375,0,0,0,0,0,0,3
0.28125,0.25,0.09375,0,0,0,0,0,0,3
0.28125,0.3125,0.25,0,0,0,0,0,0,3
0.28125,0.3125,0.25,0,0,0,0,0,0,3
0.28125,0.3125,0.25,0,0,0,0,0,0,3
0.28125,0.3125,0.25,0,0,0,0,0,0,3
0.28125,0.3125,0.25,0,0,0,0,0,0,3
0.34375,0.21875,0.125,0,0,0,0,0,0,3
0.40625,0.125,0.125,0,0,0,0,0,0,4
0.40625,0.125,0.125,0,0,0,0,0,0,4
0.40625,0.125,0.125,0,0,0,0,0,0,4
0.40625,0.125,0.125,0,0,0,0,0,0,4
0.40625,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.125,0.125,0,0,0,0,0,0,4
0.375,0.25,0.125,0,0,0,0,0,0,4
0.375,0.25,0.125,0,0,0,0,0,0,4
0.375,0.25,0.125,0,0,0,0,0,0,4
0.375,0.25,0.125,0,0,0,0,0,0,4
0.375,0.25,0.125,0,0,0,0,0,0,4
0.375,0.09375,0.09375,0,0,0,0,0,0,4
0.375,0.09375,0.09375,0,0,0,0,0,0,4
0.375,0.09375,0.09375,0,0,0,0,0,0,4
0.375,0.09375,0.09375,0,0,0,0,0,0,4
0.375,0.125,0.09375,0,0,0,0,0,0,4
0.375,0.125,0.09375,0,0,0,0,0,0,4
0.375,0.125,0.09375,0,0,0,0,0,0,4
0.375,0.125,0.09375,0,0,0,0,0,0,4
0.375,0.125,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.34375,0.15625,0.09375,0,0,0,0,0,0,4
0.34375,0.15625,0.09375,0,0,0,0,0,0,4
0.34375,0.15625,0.09375,0,0,0,0,0,0,4
0.34375,0.15625,0.09375,0,0,0,0,0,0,4
0.34375,0.375,0.15625,0,0,0,0,0,0,4
0.34375,0.375,0.15625,0,0,0,0,0,0,4
0.34375,0.375,0.15625,0,0,0,0,0,0,4
0.34375,0.375,0.15625,0,0,0,0,0,0,4
0.34375,0.375,0.15625,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.125,0,0,0,0,0,0,4
0.375,0.15625,0.125,0,0,0,0,0,0,4
0.375,0.15625,0.125,0,0,0,0,0,0,4
0.375,0.15625,0.125,0,0,0,0,0,0,4
0.375,0.1875,0.09375,0,0,0,0,0,0,4
0.375,0.1875,0.09375,0,0,0,0,0,0,4
0.375,0.1875,0.09375,0,0,0,0,0,0,4
0.375,0.1875,0.09375,0,0,0,0,0,0,4
0.375,0.1875,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.15625,0.09375,0,0,0,0,0,0,4
0.375,0.21875,0.15625,0,0,0,0,0,0,4
0.375,0.21875,0.15625,0,0,0,0,0,0,4
0.375,0.21875,0.15625,0,0,0,0,0,0,4
0.375,0.21875,0.15625,0,0,0,0,0,0,4
0.375,0.21875,0.15625,0,0,0,0,0,0,4
0.34375,0.125,0.0625,0,0,0,0,0,0,4
0.34375,0.125,0.0625,0,0,0,0,0,0,4
0.34375,0.125,0.0625,0,0,0,0,0,0,4
0.34375,0.125,0.0625,0,0,0,0,0,0,4
0.34375,0.125,0.0625,0,0,0,0,0,0,4
0.34375,0.125,0.125,0,0,0,0,0,0,4
0.34375,0.125,0.125,0,0,0,0,0,0,4
0.34375,0.125,0.125,0,0,0,0,0,0,4
0.34375,0.125,0.125,0,0,0,0,0,0,4
0.34375,0.125,0.125,0,0,0,0,0,0,4
0.34375,0.125,0.125,0,0,0,0,0,0,4
0.34375,0.125,0.125,0,0,0,0,0,0,4
0.34375,0.125,0.125,0,0,0,0,0,0,4
0.34375,0.125,0.125,0,0,0,0,0,0,4
0.34375,0.125,0.09375,0,0,0,0,0,0,4
0.34375,0.125,0.09375,0,0,0,0,0,0,4
0.34375,0.125,0.09375,0,0,0,0,0,0,4
0.34375,0.125,0.09375,0,0,0,0,0,0,4
0.34375,0.125,0.09375,0,0,0,0,0,0,4
0.34375,0.125,0.09375,0,0,0,0,0,0,4
0.34375,0.125,0.09375,0,0,0,0,0,0,4
